ProviderName,LicenseType,ProviderType,ProviderTypeDescription,QualityRating,QualityRatingDescription,ProviderCapacity,PhysicalCity,PhysicalZipCode,CountyNumber,CountyName,PhoneNumber,Hours of operation,Gender,Age
Esmirna  Lopez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,COLUMBUS,39701,44,LOWNDES,601-670-0211,9AM-5PM,"Female, Male",All ages
Esperanza  Cadena,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,601-670-0686,9AM-5PM,"Female, Male",All ages
AlphaBest @ Mitchell Elementary,LICENSED,2,Slot Contractor,0,Not Rated,25,TUNICA,38676,72,TUNICA,601-670-0828,9AM-5PM,"Female, Male",All ages
Estela   Lopez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,HOLLY SPRINGS,38635,47,MARSHALL,601-670-3872,9AM-5PM,"Female, Male",All ages
AlphaBest @ Navarro Elementary,LICENSED,2,Slot Contractor,0,Not Rated,50,COLUMBUS,39705,44,LOWNDES,601-670-5810,9AM-5PM,"Female, Male",All ages
Estela  Vasquez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,COLLINSVILLE,39325,38,LAUDERDALE,601-670-6105,9AM-5PM,"Female, Male",All ages
AlphaBest @ Prestwick Academy,LICENSED,2,Slot Contractor,0,Not Rated,61,GREENVILLE,38701,76,WASHINGTON,601-670-6378,9AM-5PM,"Female, Male",All ages
Estela Vega,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,COLUMBUS,39702,44,LOWNDES,601-670-7353,9AM-5PM,"Female, Male",All ages
Estela Velasquez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,COLUMBUS,39702,44,LOWNDES,601-671-4224,9AM-5PM,"Female, Male",All ages
AlphaBest @ Ross Elementary,LICENSED,2,Slot Contractor,0,Not Rated,15,LOUISVILLE,39339,80,WINSTON,601-671-8561,9AM-5PM,"Female, Male",All ages
Estell  Smith,UNLICENSED,6,Relative In-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,601-671-8561,9AM-5PM,"Female, Male",All ages
Estella  Balderas,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39212,25,HINDS,601-672-0069,9AM-5PM,"Female, Male",All ages
Estella  Green,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LELAND,38756,76,WASHINGTON,601-672-5627,9AM-5PM,"Female, Male",All ages
Estelle Schneider,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,PASCAGOULA,39581,30,JACKSON,601-672-6597,9AM-5PM,"Female, Male",All ages
Ester  Anderson,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,601-672-8157,9AM-5PM,"Female, Male",All ages
Esther Onwuegbuchu,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,RIPLEY,38663,70,TIPPAH,601-677-2119,9AM-5PM,"Female, Male",All ages
Esther Sanchez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,POTTS CAMP,38659,47,MARSHALL,601-677-2523,9AM-5PM,"Female, Male",All ages
Eudelia Solano,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BAILEY,39320,38,LAUDERDALE,601-677-3708,9AM-5PM,"Female, Male",All ages
AlphaBest @ Shady Shores Elementary,LICENSED,2,Slot Contractor,0,Not Rated,96,PEARL,39208,61,RANKIN,601-678-1618,9AM-5PM,"Female, Male",All ages
AlphaBest @  Aubrey Elementary,LICENSED,2,Slot Contractor,0,Not Rated,70,CALEDONIA,39740,44,LOWNDES,601-678-1683,9AM-5PM,"Female, Male",All ages
Eugenia  Tatis,UNLICENSED,6,Relative In-Home,0,Not Rated,5,TOOMSUBA,39364,38,LAUDERDALE,601-678-2270,9AM-5PM,"Female, Male",All ages
Eugenia Renee Poindexter,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PASCAGOULA,39581,30,JACKSON,601-678-6835,9AM-5PM,"Female, Male",All ages
AlphaBest @ Baker Elementary,LICENSED,2,Slot Contractor,0,Not Rated,30,PHILADELPHIA,39350,50,NESHOBA,601-678-6988,9AM-5PM,"Female, Male",All ages
Eula  Dilworth,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,HATTIESBURG,39401,18,FORREST,601-678-7109,9AM-5PM,"Female, Male",All ages
AlphaBest @ Cockrell Elementary,LICENSED,2,Slot Contractor,0,Not Rated,45,COLUMBUS,39701,44,LOWNDES,601-678-8168,9AM-5PM,"Female, Male",All ages
AlphaBest @ Davis Intermediate School,LICENSED,2,Slot Contractor,1,Low,24,COLUMBUS,39701,44,LOWNDES,601-678-8532,9AM-5PM,"Female, Male",All ages
Eula Mae Jackson,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,COLUMBUS,39704,44,LOWNDES,601-678-8609,9AM-5PM,"Female, Male",All ages
Eva Gpe  Chavarria,UNLICENSED,6,Relative In-Home,0,Not Rated,5,HOLLY SPRINGS,38635,47,MARSHALL,601-678-9318,9AM-5PM,"Female, Male",All ages
Eva J Leasure,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,COLUMBUS,39701,44,LOWNDES,601-679-0136,9AM-5PM,"Female, Male",All ages
Eva Lydia Soto,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,601-679-2652,9AM-5PM,"Female, Male",All ages
AlphaBest @ Draper Intermediate School,LICENSED,2,Slot Contractor,1,Low,100,FLORA,39071,45,MADISON,601-680-0144,9AM-5PM,"Female, Male",All ages
Eva M Latimore,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,601-680-0634,9AM-5PM,"Female, Male",All ages
AlphaBest @ Folsom Elementary,LICENSED,2,Slot Contractor,0,Not Rated,50,GREENVILLE,38703,76,WASHINGTON,601-680-1305,9AM-5PM,"Female, Male",All ages
Eva Noemi Rodriguez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BYHALIA,38611,47,MARSHALL,601-680-1387,9AM-5PM,"Female, Male",All ages
AlphaBest @ Harrison Intermediate School,LICENSED,2,Slot Contractor,0,Not Rated,50,COLUMBUS,39701,44,LOWNDES,601-680-1693,9AM-5PM,"Female, Male",All ages
Eva Nola Thomas,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,601-680-4168,9AM-5PM,"Female, Male",All ages
Eva Valenzuela,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,COLLINSVILLE,39325,38,LAUDERDALE,601-680-4170,9AM-5PM,"Female, Male",All ages
AlphaBest @ Hosp Elementary,LICENSED,2,Slot Contractor,1,Low,12,MAGNOLIA,39652,57,PIKE,601-680-4185,9AM-5PM,"Female, Male",All ages
AlphaBest @ Light Farms Elementary,LICENSED,2,Slot Contractor,0,Not Rated,70,IUKA,38852,71,TISHOMINGO,601-680-4423,9AM-5PM,"Female, Male",All ages
Evangelina Guerrero De La Cruz,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,601-680-4630,9AM-5PM,"Female, Male",All ages
AlphaBest @ Lorene Rogers Middle School,LICENSED,2,Slot Contractor,0,Not Rated,72,COLUMBUS,39702,44,LOWNDES,601-680-5555,9AM-5PM,"Female, Male",All ages
Evangelina Perez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BEAUMONT,39423,56,PERRY,601-683-0691,9AM-5PM,"Female, Male",All ages
Evelia Jaimes,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,DUNDEE,38626,72,TUNICA,601-683-2101,9AM-5PM,"Female, Male",All ages
Evelina  Green,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LAUDERDALE,39335,38,LAUDERDALE,601-683-2332,9AM-5PM,"Female, Male",All ages
Evelyn  Hutchison,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,601-683-2558,9AM-5PM,"Female, Male",All ages
Evelyn  Jones,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,601-683-2787,9AM-5PM,"Female, Male",All ages
Evelyn  Lucas,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PICAYUNE,39466,55,PEARL RIVER,601-683-2839,9AM-5PM,"Female, Male",All ages
Evelyn Annette Moralez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,WOODVILLE,39669,79,WILKINSON,601-683-3348,9AM-5PM,"Female, Male",All ages
AlphaBest @ McSpedden Elementary,LICENSED,2,Slot Contractor,0,Not Rated,30,CARRIERE,39426,55,PEARL RIVER,601-683-3373,9AM-5PM,"Female, Male",All ages
Evelyn Charlene Gassdorf,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,PICAYUNE,39466,55,PEARL RIVER,601-683-3590,9AM-5PM,"Female, Male",All ages
AlphaBest @ Newman Elementary,LICENSED,2,Slot Contractor,0,Not Rated,68,COLUMBUS,39702,44,LOWNDES,601-683-3749,9AM-5PM,"Female, Male",All ages
AlphaBest @ Nichols Elementary,LICENSED,2,Slot Contractor,2,Average,100,GREENVILLE,38701,76,WASHINGTON,601-683-3956,9AM-5PM,"Female, Male",All ages
Evelyn Jean Green,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BILOXI,39532,30,JACKSON,601-683-3972,9AM-5PM,"Female, Male",All ages
AlphaBest @ Norris Elementary,LICENSED,2,Slot Contractor,3,Good,50,GREENVILLE,38703,76,WASHINGTON,601-683-4668,9AM-5PM,"Female, Male",All ages
AlphaBest @ Phillips Elementary,LICENSED,2,Slot Contractor,0,Not Rated,70,BRANDON,39047,61,RANKIN,601-683-4820,9AM-5PM,"Female, Male",All ages
AlphaBest @ Rucker Elementary,LICENSED,2,Slot Contractor,0,Not Rated,100,GOLDEN,38847,71,TISHOMINGO,601-683-6444,9AM-5PM,"Female, Male",All ages
Evelyn Rouse,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,ARTESIA,39736,44,LOWNDES,601-683-6719,9AM-5PM,"Female, Male",All ages
Evie Dennis,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LELAND,38756,76,WASHINGTON,601-683-6759,9AM-5PM,"Female, Male",All ages
Evonne Rhodes,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,601-683-7019,9AM-5PM,"Female, Male",All ages
Exilta  George,UNLICENSED,6,Relative In-Home,0,Not Rated,5,TYLERTOWN,39667,74,WALTHALL,601-683-7082,9AM-5PM,"Female, Male",All ages
Fadumo Abdi,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LELAND,38756,76,WASHINGTON,601-683-7183,9AM-5PM,"Female, Male",All ages
Fahima Mahjabeen,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,COLUMBUS,39701,44,LOWNDES,601-683-7208,9AM-5PM,"Female, Male",All ages
Fannie   Campbell,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LELAND,38756,76,WASHINGTON,601-683-7482,9AM-5PM,"Female, Male",All ages
AlphaBest @ Scott Elementary,LICENSED,2,Slot Contractor,0,Not Rated,41,COLUMBUS,39701,44,LOWNDES,601-683-7503,9AM-5PM,"Female, Male",All ages
Fatemeh Esmaeili,UNLICENSED,6,Relative In-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,601-683-9401,9AM-5PM,"Female, Male",All ages
AlphaBest @ Comstock Elementary,LICENSED,2,Slot Contractor,0,Not Rated,30,BYHALIA,38611,47,MARSHALL,601-684-0950,9AM-5PM,"Female, Male",All ages
Alphabet Alley Learning Center,LICENSED,4,Center,3,Good,125,PICAYUNE,39466,55,PEARL RIVER,601-684-1560,9AM-5PM,"Female, Male",All ages
Alphabet Club,LICENSED,4,Center,0,Not Rated,30,CAMDEN,39045,45,MADISON,601-684-2310,9AM-5PM,"Female, Male",All ages
"Alphabet Playhouse Early Childhood Center, LLC",LICENSED,4,Center,0,Not Rated,12,GREENVILLE,38703,76,WASHINGTON,601-684-2889,9AM-5PM,"Female, Male",All ages
Alphabet Soup Child Care,LICENSED,4,Center,0,Not Rated,140,PEARL,39208,61,RANKIN,601-684-3067,9AM-5PM,"Female, Male",All ages
Alpine Christian Academy,LICENSED,4,Center,1,Low,50,VICKSBURG,39180,75,WARREN,601-684-3331,9AM-5PM,"Female, Male",All ages
Fatuma Abdullahi Omar,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,HOLLY SPRINGS,38635,47,MARSHALL,601-684-3416,9AM-5PM,"Female, Male",All ages
Fausto Ferman,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,ENTERPRISE,39330,38,LAUDERDALE,601-684-3991,9AM-5PM,"Female, Male",All ages
Fawn Klock,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,POPLARVILLE,39470,55,PEARL RIVER,601-684-5504,9AM-5PM,"Female, Male",All ages
Fawnda Feist,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,601-684-8132,9AM-5PM,"Female, Male",All ages
Alpine Community Center,LICENSED,4,Center,0,Not Rated,82,COLLINSVILLE,39325,38,LAUDERDALE,601-684-8156,9AM-5PM,"Female, Male",All ages
Alpine Montessori School,LICENSED,4,Center,2,Average,81,ABERDEEN,39730,48,MONROE,601-684-9209,9AM-5PM,"Female, Male",All ages
Fay Kirksey,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CANTON,39046,45,MADISON,601-684-9487,9AM-5PM,"Female, Male",All ages
Faye Dodson,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,601-685-0848,9AM-5PM,"Female, Male",All ages
Altha Bozzell,LICENSED,3,Group Home,3,Good,58,COLUMBUS,39705,44,LOWNDES,601-686-0246,9AM-5PM,"Female, Male",All ages
Altha Taylor Jones,LICENSED,3,Group Home,1,Low,100,COLUMBUS,39701,44,LOWNDES,601-686-0624,9AM-5PM,"Female, Male",All ages
Faye Jackson,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,PHILADELPHIA,39350,50,NESHOBA,601-686-4115,9AM-5PM,"Female, Male",All ages
Althea J. Wallace,LICENSED,3,Group Home,1,Low,100,COLUMBUS,39702,44,LOWNDES,601-687-1146,9AM-5PM,"Female, Male",All ages
Faye Smoot,UNLICENSED,6,Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,601-687-1706,9AM-5PM,"Female, Male",All ages
Althea King,LICENSED,3,Group Home,1,Low,90,GREENVILLE,38701,76,WASHINGTON,601-687-1706,9AM-5PM,"Female, Male",All ages
Alto Christian Childcare,LICENSED,4,Center,0,Not Rated,180,COLUMBUS,39705,44,LOWNDES,601-687-5676,9AM-5PM,"Female, Male",All ages
Alton Discovery Academy,LICENSED,4,Center,1,Low,41,LELAND,38756,76,WASHINGTON,601-688-3982,9AM-5PM,"Female, Male",All ages
Fe Murphy,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PICAYUNE,39466,55,PEARL RIVER,601-692-4293,9AM-5PM,"Female, Male",All ages
Felica Ann Edwards,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,601-692-4967,9AM-5PM,"Female, Male",All ages
Felica Rena Foston,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,TOOMSUBA,39364,38,LAUDERDALE,601-692-5635,9AM-5PM,"Female, Male",All ages
Felicia  Diggins,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MONTICELLO,39654,39,LAWRENCE,601-692-6869,9AM-5PM,"Female, Male",All ages
Felicia Collins,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,COLUMBUS,39705,44,LOWNDES,601-692-8424,9AM-5PM,"Female, Male",All ages
Alton Headstart,LICENSED,4,Center,1,Low,52,VICKSBURG,39180,75,WARREN,601-693-0028,9AM-5PM,"Female, Male",All ages
Felicia Davis,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MERIDIAN,39307,38,LAUDERDALE,601-693-0234,9AM-5PM,"Female, Male",All ages
Felicia Lynette Woods-Pete,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,STATE LINE,39362,77,WAYNE,601-693-0502,9AM-5PM,"Female, Male",All ages
Alton Texas Migrant Council Head Start,LICENSED,4,Center,2,Average,45,MCCOMB,39648,57,PIKE,601-693-0502,9AM-5PM,"Female, Male",All ages
Felipa Yanez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,601-693-1089,9AM-5PM,"Female, Male",All ages
Alvarado Day Care,LICENSED,4,Center,0,Not Rated,30,COLUMBUS,39701,44,LOWNDES,601-693-1940,9AM-5PM,"Female, Male",All ages
Feliza Butanda Juarez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,601-693-2667,9AM-5PM,"Female, Male",All ages
Alvarado ISD Learning Center,LICENSED,4,Center,0,Not Rated,93,CARRIERE,39426,55,PEARL RIVER,601-693-3242,9AM-5PM,"Female, Male",All ages
Ferdrica Lum,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,601-693-3571,9AM-5PM,"Female, Male",All ages
Finda Tumbay,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MERIDIAN,39305,38,LAUDERDALE,601-693-3632,9AM-5PM,"Female, Male",All ages
Fleda  Tidwell,UNLICENSED,6,Relative In-Home,0,Not Rated,5,TOOMSUBA,39364,38,LAUDERDALE,601-693-3750,9AM-5PM,"Female, Male",All ages
Flora M Tovar,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,601-693-3803,9AM-5PM,"Female, Male",All ages
Florina Borodi,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,601-693-4661,9AM-5PM,"Female, Male",All ages
Alvin Community College Child Development Laboratory School,LICENSED,4,Center,0,Not Rated,53,MENDENHALL,39114,64,SIMPSON,601-693-6686,9AM-5PM,"Female, Male",All ages
Alvin FUMC Preschool,LICENSED,4,Center,4,Very Good,100,PICAYUNE,39466,55,PEARL RIVER,601-693-8227,9AM-5PM,"Female, Male",All ages
Alvin ISD DC,LICENSED,4,Center,4,Very Good,169,CANTON,39046,45,MADISON,601-693-8552,9AM-5PM,"Female, Male",All ages
Alvora Meeks,LICENSED,4,Center,2,Average,46,MCCOMB,39648,57,PIKE,601-693-9767,9AM-5PM,"Female, Male",All ages
Florinda Castillo,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,601-694-2839,9AM-5PM,"Female, Male",All ages
Florita  Hill,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BUCKATUNNA,39322,77,WAYNE,601-695-2530,9AM-5PM,"Female, Male",All ages
Folasade  Raymond,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,COLUMBUS,39702,44,LOWNDES,601-695-2900,9AM-5PM,"Female, Male",All ages
Fonda Kaye Goree,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PHILADELPHIA,39350,50,NESHOBA,601-695-4735,9AM-5PM,"Female, Male",All ages
Frances  Bigelow,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,601-695-6375,9AM-5PM,"Female, Male",All ages
Frances Carter,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,601-695-8246,9AM-5PM,"Female, Male",All ages
Frances J Edwards Van Hook,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,HOLLY SPRINGS,38635,47,MARSHALL,601-696-4335,9AM-5PM,"Female, Male",All ages
Always Believe in Children Learning Childcare Center,LICENSED,4,Center,0,Not Rated,68,BOONEVILLE,38829,59,PRENTISS,601-696-4880,9AM-5PM,"Female, Male",All ages
Frances Lee Alexander,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,601-696-7006,9AM-5PM,"Female, Male",All ages
Frances M Bray,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,COLUMBUS,39702,44,LOWNDES,601-697-2893,9AM-5PM,"Female, Male",All ages
Frances Moya,UNLICENSED,6,Relative In-Home,0,Not Rated,5,ARTESIA,39736,44,LOWNDES,601-697-6456,9AM-5PM,"Female, Male",All ages
Frances Ozuna,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BYHALIA,38611,47,MARSHALL,601-697-6575,9AM-5PM,"Female, Male",All ages
Frances Prudhomme,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,601-697-7440,9AM-5PM,"Female, Male",All ages
Ama  Doke,LICENSED,3,Group Home,4,Very Good,37,VICKSBURG,39183,75,WARREN,601-697-9255,9AM-5PM,"Female, Male",All ages
Francine  Hollins,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,WINONA,38967,49,MONTGOMERY,601-698-4901,9AM-5PM,"Female, Male",All ages
Francine Konseyi,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,601-699-2030,9AM-5PM,"Female, Male",All ages
Francis Rich,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,TUNICA,38676,72,TUNICA,601-701-3962,9AM-5PM,"Female, Male",All ages
Amaka Child Care Center-YMCA,LICENSED,2,Slot Contractor,0,Not Rated,156,MADISON,39130,45,MADISON,601-701-4792,9AM-5PM,"Female, Male",All ages
Francisca  Cardenas,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PEARL,39208,61,RANKIN,601-701-5167,9AM-5PM,"Female, Male",All ages
Amanda  Pakebusch,LICENSED,3,Group Home,0,Not Rated,30,MORTON,39117,62,SCOTT,601-701-5589,9AM-5PM,"Female, Male",All ages
Francisca Delasancha,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,601-701-8694,9AM-5PM,"Female, Male",All ages
Francisca Salazar,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PELAHATCHIE,39145,61,RANKIN,601-701-8694,9AM-5PM,"Female, Male",All ages
Frank Ybarra,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BRANDON,39042,61,RANKIN,601-701-8853,9AM-5PM,"Female, Male",All ages
Freddie  Moss,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,601-702-1958,9AM-5PM,"Female, Male",All ages
Amanda  Radke,LICENSED,3,Group Home,0,Not Rated,93,CARRIERE,39426,55,PEARL RIVER,601-706-4125,9AM-5PM,"Female, Male",All ages
Amanda Anderson,LICENSED,3,Group Home,0,Not Rated,40,MCCOMB,39648,57,PIKE,601-708-4716,9AM-5PM,"Female, Male",All ages
Funchon Lovelady,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,TIPLERSVILLE,38674,70,TIPPAH,601-709-0108,9AM-5PM,"Female, Male",All ages
Gabimarie Merino,UNLICENSED,6,Relative In-Home,0,Not Rated,5,AMORY,38821,48,MONROE,601-709-7506,9AM-5PM,"Female, Male",All ages
Amanda Brinkley,LICENSED,3,Group Home,0,Not Rated,40,ROBINSONVILLE,38664,72,TUNICA,601-713-0202,9AM-5PM,"Female, Male",All ages
Amanda Cardenas Child Development Center,LICENSED,4,Center,0,Not Rated,49,PICAYUNE,39466,55,PEARL RIVER,601-713-1023,9AM-5PM,"Female, Male",All ages
Amanda Crawford,LICENSED,3,Group Home,0,Not Rated,30,LELAND,38756,76,WASHINGTON,601-713-1023,9AM-5PM,"Female, Male",All ages
Gabriela Calderon,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BRANDON,39047,61,RANKIN,601-713-2074,9AM-5PM,"Female, Male",All ages
Gabriela De Cruz Hernandez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PEARL,39208,61,RANKIN,601-713-4021,9AM-5PM,"Female, Male",All ages
Amanda Helms,LICENSED,3,Group Home,1,Low,40,COLUMBUS,39701,44,LOWNDES,601-713-6472,9AM-5PM,"Female, Male",All ages
Gabrielle Trinidad Alvarez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,601-713-6472,9AM-5PM,"Female, Male",All ages
Gail Ann Shaffer,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CAMDEN,39045,45,MADISON,601-714-4189,9AM-5PM,"Female, Male",All ages
Amanda Maini,LICENSED,3,Group Home,0,Not Rated,135,VICKSBURG,39183,75,WARREN,601-714-4440,9AM-5PM,"Female, Male",All ages
Amanda Najjar,LICENSED,3,Group Home,0,Not Rated,30,LOUISVILLE,39339,80,WINSTON,601-715-0504,9AM-5PM,"Female, Male",All ages
Amanda Panda Preschool,LICENSED,4,Center,0,Not Rated,100,GREENVILLE,38701,76,WASHINGTON,601-715-0824,9AM-5PM,"Female, Male",All ages
Gail Bunch,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CANTON,39046,45,MADISON,601-715-3804,9AM-5PM,"Female, Male",All ages
Amanda Simon-Stark,LICENSED,3,Group Home,0,Not Rated,92,LELAND,38756,76,WASHINGTON,601-715-4770,9AM-5PM,"Female, Male",All ages
Gail Elizabeth Drown,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,ARTESIA,39736,44,LOWNDES,601-715-8052,9AM-5PM,"Female, Male",All ages
Amanda Tatarevich,LICENSED,3,Group Home,0,Not Rated,51,COLUMBUS,39702,44,LOWNDES,601-716-4943,9AM-5PM,"Female, Male",All ages
Amanda Waddle,LICENSED,3,Group Home,0,Not Rated,35,COLUMBUS,39702,44,LOWNDES,601-717-2069,9AM-5PM,"Female, Male",All ages
Amarias Learning Center,LICENSED,4,Center,1,Low,60,MCCOMB,39652,57,PIKE,601-717-2069,9AM-5PM,"Female, Male",All ages
Amarillo Catholic Childrens DC ST Josephs Campus,LICENSED,4,Center,0,Not Rated,50,BELMONT,38827,71,TISHOMINGO,601-717-2738,9AM-5PM,"Female, Male",All ages
Galanell Pamplin,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,CRAWFORD,39743,44,LOWNDES,601-718-7454,9AM-5PM,"Female, Male",All ages
Garlyne Oketch,UNLICENSED,6,Relative In-Home,0,Not Rated,5,ABERDEEN,39730,48,MONROE,601-720-1507,9AM-5PM,"Female, Male",All ages
Gau Maya Subedi,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,TOOMSUBA,39364,38,LAUDERDALE,601-720-3348,9AM-5PM,"Female, Male",All ages
Gay Cauthron,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PHILADELPHIA,39350,50,NESHOBA,601-720-4397,9AM-5PM,"Female, Male",All ages
Geeta  Kafle,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,601-720-4766,9AM-5PM,"Female, Male",All ages
Amarillo College Child Development Lab School,LICENSED,4,Center,1,Low,48,IUKA,38852,71,TISHOMINGO,601-720-4783,9AM-5PM,"Female, Male",All ages
Gena Adley,UNLICENSED,6,Relative In-Home,0,Not Rated,5,WINONA,38967,49,MONTGOMERY,601-720-4974,9AM-5PM,"Female, Male",All ages
